,name,Eyes,Plumage,Beak,Hat,Clothes,Accessories,trait_n,Eyes_rarity,Plumage_rarity,Beak_rarity,Hat_rarity,Clothes_rarity,Accessories_rarity,mean_trait_rarity,min_trait_rarity,max_trait_rarity
0,Toucan Gang #3100,,Regular,Albino Open,,Fireman,,3,,0.5440488565488566,0.010524948024948026,,0.026487727352993113,,0.1936871773089326,0.010524948024948026,0.5440488565488566
0,Toucan Gang #8567,,Regular,Regular,Military,Scarf,,4,,0.5440488565488566,0.4744022869022869,0.028418527403579995,0.029136500088292425,,0.269001542735754,0.028418527403579995,0.5440488565488566
0,Toucan Gang #2810,Stoner,Cockatiel,Regular,Punk,,,4,0.12100942535725144,0.04054054054054054,0.4744022869022869,0.028787599188042075,,,0.16618496299703026,0.028787599188042075,0.4744022869022869
0,Toucan Gang #1379,,Rainbow,Parakeet,,Lumberjack,,3,,0.017411642411642413,0.0498960498960499,,0.029136500088292425,,0.03214806413199491,0.017411642411642413,0.0498960498960499
0,Toucan Gang #2879,,Gold,Regular,Peter Toupan,Scarf,,4,,0.012084199584199585,0.4744022869022869,0.028972135080273114,0.029136500088292425,,0.136148780413763,0.012084199584199585,0.4744022869022869
0,Toucan Gang #5685,,Zebra,Regular,Fireman,Cowboy,,4,,0.02053014553014553,0.4744022869022869,0.028049455619117918,0.027194066749072928,,0.1375439887001558,0.02053014553014553,0.4744022869022869
0,Toucan Gang #8389,,Zebra,Albino,Purple Headband,,Mummy,4,,0.02053014553014553,0.05197505197505198,0.028233991511348956,,0.5178197064989518,0.15463972387887456,0.02053014553014553,0.5178197064989518
0,Toucan Gang #257,,Regular,Regular Open,Devil Horns,Doctor,,4,,0.5440488565488566,0.027936590436590438,0.023436058313341945,0.02666431220201307,,0.1555214543752005,0.023436058313341945,0.5440488565488566
0,Toucan Gang #6379,Sleepy,Regular,Parakeet,Blue Headband,,,4,0.11705685618729098,0.5440488565488566,0.0498960498960499,0.028049455619117918,,,0.18476280456282884,0.028049455619117918,0.5440488565488566
0,Toucan Gang #5666,,Parakeet,Regular,Doctor,Fireman,,4,,0.04677754677754678,0.4744022869022869,0.02601956080457649,0.026487727352993113,,0.1434217804593508,0.02601956080457649,0.4744022869022869
0,Toucan Gang #9757,Furious,Zebra,Parakeet,Elvis,,Chained,5,0.11675281240498632,0.02053014553014553,0.0498960498960499,0.028049455619117918,,0.48218029350104824,0.13948175139026958,0.02053014553014553,0.48218029350104824
0,Toucan Gang #3335,Crying,Blue Macaw,Blue Macaw,Pharaoh,Yellow Jersey,,5,0.11675281240498632,0.04573804573804574,0.05353430353430354,0.013102048348403764,0.02895991523927247,,0.05161742505300236,0.013102048348403764,0.11675281240498632
0,Toucan Gang #2802,Laser,Regular,Regular,Punk,Yellow Jersey,,5,0.07236242018850715,0.5440488565488566,0.4744022869022869,0.028787599188042075,0.02895991523927247,,0.22971221561339306,0.028787599188042075,0.5440488565488566
0,Toucan Gang #8144,,Blue Macaw,Regular,Banana,Black Stripes,,4,,0.04573804573804574,0.4744022869022869,0.026204096696807528,0.027370651598092884,,0.1434287702338083,0.026204096696807528,0.4744022869022869
0,Toucan Gang #553,,Blue Macaw,Regular,Cop,Ape Costume,,4,,0.04573804573804574,0.4744022869022869,0.02768038383465584,0.022249690976514216,,0.14251760186287568,0.022249690976514216,0.4744022869022869
0,Toucan Gang #4094,Laser,Regular,Regular,Captain Toucan,Purple Jersey,,5,0.07236242018850715,0.5440488565488566,0.4744022869022869,0.019560804576490128,0.028783330390252517,,0.22783153972127868,0.019560804576490128,0.5440488565488566
0,Toucan Gang #7369,,Zombie,Regular,Pirate,Samurai,,4,,0.016502079002079003,0.4744022869022869,0.01900719689979701,0.017835069751015363,,0.13193665813879457,0.016502079002079003,0.4744022869022869
0,Toucan Gang #5214,,Regular,Regular,Purple Headband,Pharaoh,,4,,0.5440488565488566,0.4744022869022869,0.028233991511348956,0.01642239095885573,,0.26577688148033707,0.01642239095885573,0.5440488565488566
0,Toucan Gang #7394,,Regular,Diamond Open,Laurel,Cop,,4,,0.5440488565488566,0.004937629937629938,0.029894814541428307,0.02595797280593325,,0.15120981845846201,0.004937629937629938,0.5440488565488566
0,Toucan Gang #6278,,White,Regular,Captain Toucan,,,3,,0.03755197505197505,0.4744022869022869,0.019560804576490128,,,0.17717168884358403,0.019560804576490128,0.4744022869022869
0,Toucan Gang #1078,Furious,Regular,Blue Macaw,Fireman,,,4,0.11675281240498632,0.5440488565488566,0.05353430353430354,0.028049455619117918,,,0.1855963570268161,0.028049455619117918,0.5440488565488566
0,Toucan Gang #6424,Scar,White,Regular,Sheriff,Purple Jersey,,5,0.10276679841897234,0.03755197505197505,0.4744022869022869,0.021775235283262594,0.028783330390252517,,0.1330559252093499,0.021775235283262594,0.4744022869022869
0,Toucan Gang #4334,Cyborg,Gold,Regular,,Mummy,,4,0.050775311644876864,0.012084199584199585,0.4744022869022869,,0.01995408793925481,,0.13930397151765453,0.012084199584199585,0.4744022869022869
0,Toucan Gang #6184,,Regular,Regular,Crown,Gladiator,,4,,0.5440488565488566,0.4744022869022869,0.021406163498800517,0.016952145505915592,,0.26420236311396494,0.016952145505915592,0.5440488565488566
0,Toucan Gang #9814,,Parakeet,Albino,,Fireman,,3,,0.04677754677754678,0.05197505197505198,,0.026487727352993113,,0.04174677536853063,0.026487727352993113,0.05197505197505198
0,Toucan Gang #8536,,Cyborg,Regular,,Cowboy,,3,,0.013773388773388774,0.4744022869022869,,0.027194066749072928,,0.17178991414158287,0.013773388773388774,0.4744022869022869
0,Toucan Gang #500,Scar,Regular,Regular,Yellow Headband,Detective,,5,0.10276679841897234,0.5440488565488566,0.4744022869022869,0.026942240265731686,0.032138442521631644,,0.23605972493149582,0.026942240265731686,0.5440488565488566
0,Toucan Gang #2237,Scar,Snake,Albino,Elvis,,,4,0.10276679841897234,0.015592515592515593,0.05197505197505198,0.028049455619117918,,,0.049595955401414454,0.015592515592515593,0.10276679841897234
0,Toucan Gang #4742,Stoner,Blue Macaw,Cyborg,Nindo,Magician,,5,0.12100942535725144,0.04573804573804574,0.01988045738045738,0.02583502491234545,0.028783330390252517,,0.04824925675567051,0.01988045738045738,0.12100942535725144
0,Toucan Gang #5839,Furious,Regular,Regular,Cowboy,Robin,,5,0.11675281240498632,0.5440488565488566,0.4744022869022869,0.028418527403579995,0.017658484901995408,,0.23625619363234107,0.017658484901995408,0.5440488565488566
0,Toucan Gang #6352,Furious,Regular,Regular,Military,Pink Stripes,,5,0.11675281240498632,0.5440488565488566,0.4744022869022869,0.028418527403579995,0.03019600918241215,,0.2387636984884244,0.028418527403579995,0.5440488565488566
0,Toucan Gang #4616,,Blue Macaw,Blue Macaw,Laurel,Groom,,4,,0.04573804573804574,0.05353430353430354,0.029894814541428307,0.032315027370651596,,0.04037054779610729,0.029894814541428307,0.05353430353430354
0,Toucan Gang #7185,Crying,Regular,Regular Open,,Cop,,4,0.11675281240498632,0.5440488565488566,0.027936590436590438,,0.02595797280593325,,0.17867405804909167,0.02595797280593325,0.5440488565488566
0,Toucan Gang #1504,,Cheetah,Regular,Military,,,3,,0.028066528066528068,0.4744022869022869,0.028418527403579995,,,0.176962447457465,0.028066528066528068,0.4744022869022869
0,Toucan Gang #5188,,Red Devil,Regular,Cap,Captain Toucan,,4,,0.017411642411642413,0.4744022869022869,0.026573168481269605,0.017658484901995408,,0.13401139567429857,0.017411642411642413,0.4744022869022869
0,Toucan Gang #300,,Regular,Cockatiel,Magician,Lumberjack,,4,,0.5440488565488566,0.04196985446985447,0.019560804576490128,0.029136500088292425,,0.1586790039208734,0.019560804576490128,0.5440488565488566
0,Toucan Gang #9669,,White,Regular,Banana,Yellow Jersey,,4,,0.03755197505197505,0.4744022869022869,0.026204096696807528,0.02895991523927247,,0.1417795684725855,0.026204096696807528,0.4744022869022869
0,Toucan Gang #2008,,Regular,Regular,Sheriff,Detective,,4,,0.5440488565488566,0.4744022869022869,0.021775235283262594,0.032138442521631644,,0.26809120531400943,0.021775235283262594,0.5440488565488566
0,Toucan Gang #2103,,Regular,Gold,Yellow Headband,,Mummy,4,,0.5440488565488566,0.031185031185031187,0.026942240265731686,,0.5178197064989518,0.27999895862464286,0.026942240265731686,0.5440488565488566
0,Toucan Gang #2082,Snake,Regular,Regular,Chef Hat,Pink Stripes,Mummy,6,0.09060504712678626,0.5440488565488566,0.4744022869022869,0.02472780955895922,0.03019600918241215,0.5178197064989518,0.28029995263637547,0.02472780955895922,0.5440488565488566
0,Toucan Gang #1529,,Red Macaw,Parakeet,,Scarf,,3,,0.048466735966735966,0.0498960498960499,,0.029136500088292425,,0.04249976198369276,0.029136500088292425,0.0498960498960499
0,Toucan Gang #8633,,Regular,Albino,,,,2,,0.5440488565488566,0.05197505197505198,,,,0.29801195426195426,0.05197505197505198,0.5440488565488566
0,Toucan Gang #1365,,Cockatiel,Red Macaw,Laurel,Fireman,,4,,0.04054054054054054,0.05275467775467776,0.029894814541428307,0.026487727352993113,,0.037419440047409935,0.026487727352993113,0.05275467775467776
0,Toucan Gang #675,Stoner,Parakeet,Regular,Toucamon,Purple Jersey,,5,0.12100942535725144,0.04677754677754678,0.4744022869022869,0.026573168481269605,0.028783330390252517,,0.13950915158172145,0.026573168481269605,0.4744022869022869
0,Toucan Gang #1806,,Red Macaw,Diamond,,Toga,,3,,0.048466735966735966,0.0242983367983368,,0.027017481900052976,,0.033260851555041916,0.0242983367983368,0.048466735966735966
0,Toucan Gang #3273,,Red Devil,Regular,Peter Toupan,Detective,,4,,0.017411642411642413,0.4744022869022869,0.028972135080273114,0.032138442521631644,,0.13823112672895851,0.017411642411642413,0.4744022869022869
0,Toucan Gang #2463,Furious,Regular,Regular,Red Headband,Blue Tank Top,,5,0.11675281240498632,0.5440488565488566,0.4744022869022869,0.025281417235652335,0.0280769909941727,,0.23771247281719102,0.025281417235652335,0.5440488565488566
0,Toucan Gang #2661,,Regular,Red Macaw,Samurai,Gladiator,,4,,0.5440488565488566,0.05275467775467776,0.02214430706772467,0.016952145505915592,,0.15897499671929366,0.016952145505915592,0.5440488565488566
0,Toucan Gang #2520,Crying,Regular,Albino,Top Hat,Fireman,,5,0.11675281240498632,0.5440488565488566,0.05197505197505198,0.02971027864919727,0.026487727352993113,,0.15379494538621705,0.026487727352993113,0.5440488565488566
0,Toucan Gang #9183,Sleepy,Regular,Parakeet,,Pharaoh,,4,0.11705685618729098,0.5440488565488566,0.0498960498960499,,0.01642239095885573,,0.18185603839776332,0.01642239095885573,0.5440488565488566
0,Toucan Gang #6204,,Regular,Cyborg,Elvis,Emperor,,4,,0.5440488565488566,0.01988045738045738,0.028049455619117918,0.01377361822355642,,0.15143809694299706,0.01377361822355642,0.5440488565488566
0,Toucan Gang #61,Sleepy,Rainbow,Blue Macaw,,Purple Jersey,,4,0.11705685618729098,0.017411642411642413,0.05353430353430354,,0.028783330390252517,,0.05419653313087237,0.017411642411642413,0.11705685618729098
0,Toucan Gang #4263,,Regular,Red Macaw,,Doctor,,3,,0.5440488565488566,0.05275467775467776,,0.02666431220201307,,0.20782261550184913,0.02666431220201307,0.5440488565488566
0,Toucan Gang #4317,,Parakeet,Regular,Gladiator,Lumberjack,,4,,0.04677754677754678,0.4744022869022869,0.02251337885218675,0.029136500088292425,,0.1432074281550782,0.02251337885218675,0.4744022869022869
0,Toucan Gang #1609,Furious,Regular,Cockatiel,Yellow Headband,Red Racing Suit,,5,0.11675281240498632,0.5440488565488566,0.04196985446985447,0.026942240265731686,0.01995408793925481,,0.1499335703257368,0.01995408793925481,0.5440488565488566
0,Toucan Gang #2423,Robin,Albino,Albino,,Black Stripes,,4,0.06688963210702341,0.028846153846153848,0.05197505197505198,,0.027370651598092884,,0.043770372381580526,0.027370651598092884,0.06688963210702341
0,Toucan Gang #1896,,Regular,Regular,Brain,White Tank Top,,4,,0.5440488565488566,0.4744022869022869,0.005905148551393246,0.024898463711813527,,0.2623136889285876,0.005905148551393246,0.5440488565488566
0,Toucan Gang #5893,,Regular,Zombie,,Black Stripes,,3,,0.5440488565488566,0.013903326403326404,,0.027370651598092884,,0.19510761151675862,0.013903326403326404,0.5440488565488566
0,Toucan Gang #7669,,Regular,Regular,Captain Toucan,Robin,,4,,0.5440488565488566,0.4744022869022869,0.019560804576490128,0.017658484901995408,,0.2639176082324073,0.017658484901995408,0.5440488565488566
0,Toucan Gang #1131,,Regular,Cyborg,,,,2,,0.5440488565488566,0.01988045738045738,,,,0.281964656964657,0.01988045738045738,0.5440488565488566
0,Toucan Gang #625,,Cockatiel,Gold,,,,2,,0.04054054054054054,0.031185031185031187,,,,0.035862785862785865,0.031185031185031187,0.04054054054054054
0,Toucan Gang #8419,,Regular,Gold,Doctor,Scarf,,4,,0.5440488565488566,0.031185031185031187,0.02601956080457649,0.029136500088292425,,0.15759748715668917,0.02601956080457649,0.5440488565488566
0,Toucan Gang #974,,Parakeet,Cockatiel,Banana,Black Stripes,,4,,0.04677754677754678,0.04196985446985447,0.026204096696807528,0.027370651598092884,,0.035580537385575414,0.026204096696807528,0.04677754677754678
0,Toucan Gang #168,Scar,Regular,Red Macaw,Viking,Mummy,,5,0.10276679841897234,0.5440488565488566,0.05275467775467776,0.017899981546410777,0.01995408793925481,,0.14748488044163446,0.017899981546410777,0.5440488565488566
0,Toucan Gang #9758,,Regular,Regular,Viking,Yellow Jersey,,4,,0.5440488565488566,0.4744022869022869,0.017899981546410777,0.02895991523927247,,0.2663277600592067,0.017899981546410777,0.5440488565488566
0,Toucan Gang #3008,,Blue Macaw,Regular,Sheriff,,,3,,0.04573804573804574,0.4744022869022869,0.021775235283262594,,,0.18063852264119842,0.021775235283262594,0.4744022869022869
0,Toucan Gang #1809,,Regular,Regular,Detective,Grey Tank Top,Mummy,5,,0.5440488565488566,0.4744022869022869,0.028972135080273114,0.028253575843192654,0.5178197064989518,0.31869931217471226,0.028253575843192654,0.5440488565488566
0,Toucan Gang #1992,,Regular,Red Macaw,Sheriff,Robin,Chained,5,,0.5440488565488566,0.05275467775467776,0.021775235283262594,0.017658484901995408,0.48218029350104824,0.22368350959796812,0.017658484901995408,0.5440488565488566
0,Toucan Gang #7537,Devil,Regular,Regular,Sheriff,Groom,Mummy,6,0.04530252356339313,0.5440488565488566,0.4744022869022869,0.021775235283262594,0.032315027370651596,0.5178197064989518,0.27261060602790044,0.021775235283262594,0.5440488565488566
0,Toucan Gang #3744,Scar,Regular,Albino,Blue Headband,Military,,5,0.10276679841897234,0.5440488565488566,0.05197505197505198,0.028049455619117918,0.033551121313791274,,0.15207825677515802,0.028049455619117918,0.5440488565488566
0,Toucan Gang #7723,Snake,Regular,Cyborg Open,Viking,,,4,0.09060504712678626,0.5440488565488566,0.007146569646569647,0.017899981546410777,,,0.16492511371715585,0.007146569646569647,0.5440488565488566
0,Toucan Gang #8216,,Regular,Rainbow,,Dalton,Chained,4,,0.5440488565488566,0.02442827442827443,,0.028783330390252517,0.48218029350104824,0.26986018871710793,0.02442827442827443,0.5440488565488566
0,Toucan Gang #196,,Cockatiel,Regular,Pharaoh,Pirate,,4,,0.04054054054054054,0.4744022869022869,0.013102048348403764,0.02754723644711284,,0.13889802805958604,0.013102048348403764,0.4744022869022869
0,Toucan Gang #4527,,Gold,Regular,Party Hat,,,3,,0.012084199584199585,0.4744022869022869,0.028233991511348956,,,0.17157349266594515,0.012084199584199585,0.4744022869022869
0,Toucan Gang #6504,Sleepy,Regular,Regular Open,Cowboy,Detective,,5,0.11705685618729098,0.5440488565488566,0.027936590436590438,0.028418527403579995,0.032138442521631644,,0.14991985461958995,0.027936590436590438,0.5440488565488566
0,Toucan Gang #2284,Snake,Regular,Parakeet,Borsalino,,,4,0.09060504712678626,0.5440488565488566,0.0498960498960499,0.01919173279202805,,,0.1759354215909302,0.01919173279202805,0.5440488565488566
0,Toucan Gang #2601,Scar,Regular,Regular,Borsalino,Fireman,,5,0.10276679841897234,0.5440488565488566,0.4744022869022869,0.01919173279202805,0.026487727352993113,,0.23337948040302742,0.01919173279202805,0.5440488565488566
0,Toucan Gang #4245,,Albino,Regular,Punk,Pirate,,4,,0.028846153846153848,0.4744022869022869,0.028787599188042075,0.02754723644711284,,0.13989581909589893,0.02754723644711284,0.4744022869022869
0,Toucan Gang #1288,,Regular,Regular,Detective,Magician,,4,,0.5440488565488566,0.4744022869022869,0.028972135080273114,0.028783330390252517,,0.2690516522304173,0.028783330390252517,0.5440488565488566
0,Toucan Gang #1406,,Regular,Alien Open,,Blue Stripes,,3,,0.5440488565488566,0.005067567567567568,,0.029136500088292425,,0.19275097473490552,0.005067567567567568,0.5440488565488566
0,Toucan Gang #6593,,Regular,Regular,Fireman,Fireman,,4,,0.5440488565488566,0.4744022869022869,0.028049455619117918,0.026487727352993113,,0.2682470816058137,0.026487727352993113,0.5440488565488566
0,Toucan Gang #376,,Regular,Rainbow,Party Hat,Magician,,4,,0.5440488565488566,0.02442827442827443,0.028233991511348956,0.028783330390252517,,0.15637361321968313,0.02442827442827443,0.5440488565488566
0,Toucan Gang #4539,Furious,Cockatiel,Regular,,Ninja Suit,,4,0.11675281240498632,0.04054054054054054,0.4744022869022869,,0.018541409147095178,,0.16255926224872724,0.018541409147095178,0.4744022869022869
0,Toucan Gang #5293,,White,Regular,,Pharaoh,,3,,0.03755197505197505,0.4744022869022869,,0.01642239095885573,,0.17612555097103924,0.01642239095885573,0.4744022869022869
0,Toucan Gang #433,Snake,Parakeet,Regular,,Peter Toupan,,4,0.09060504712678626,0.04677754677754678,0.4744022869022869,,0.025781387956913298,,0.15939156719088332,0.025781387956913298,0.4744022869022869
0,Toucan Gang #3949,,Regular,Zombie,Halo,,,3,,0.5440488565488566,0.013903326403326404,0.021406163498800517,,,0.1931194488169945,0.013903326403326404,0.5440488565488566
0,Toucan Gang #3329,,Regular,Gold,,Toga,,3,,0.5440488565488566,0.031185031185031187,,0.027017481900052976,,0.20075045654464693,0.027017481900052976,0.5440488565488566
0,Toucan Gang #6598,,Regular,Albino,Flower,Nindo,,4,,0.5440488565488566,0.05197505197505198,0.026942240265731686,0.02984283948437224,,0.16320224706850311,0.026942240265731686,0.5440488565488566
0,Toucan Gang #5979,,Tiger,Regular,Flower Crown,Ape Costume,,4,,0.0204002079002079,0.4744022869022869,0.02952574275696623,0.022249690976514216,,0.1366444821339938,0.0204002079002079,0.4744022869022869
0,Toucan Gang #8946,,Regular,Regular,Yellow Headband,Samurai,,4,,0.5440488565488566,0.4744022869022869,0.026942240265731686,0.017835069751015363,,0.2658071133669727,0.017835069751015363,0.5440488565488566
0,Toucan Gang #5930,,Red Macaw,Blue Macaw,,Dalton,,3,,0.048466735966735966,0.05353430353430354,,0.028783330390252517,,0.04359478996376401,0.028783330390252517,0.05353430353430354
0,Toucan Gang #3109,Sleepy,Rainbow,Zombie,Party Hat,,,4,0.11705685618729098,0.017411642411642413,0.013903326403326404,0.028233991511348956,,,0.044151454128402184,0.013903326403326404,0.11705685618729098
0,Toucan Gang #8987,,Regular,Regular,Pirate,Magician,,4,,0.5440488565488566,0.4744022869022869,0.01900719689979701,0.028783330390252517,,0.26656041768529826,0.01900719689979701,0.5440488565488566
0,Toucan Gang #6249,,Cockatiel,Regular,Detective,,Chained,4,,0.04054054054054054,0.4744022869022869,0.028972135080273114,,0.48218029350104824,0.2565238140060372,0.028972135080273114,0.48218029350104824
0,Toucan Gang #3963,Blind,Albino,Albino,Laurel,,,4,0.09972636059592581,0.028846153846153848,0.05197505197505198,0.029894814541428307,,,0.052610595239639985,0.028846153846153848,0.09972636059592581
0,Toucan Gang #1294,,Regular,Zombie,Sushi Chef,Purple Jersey,,4,,0.5440488565488566,0.013903326403326404,0.026942240265731686,0.028783330390252517,,0.15341943840204178,0.013903326403326404,0.5440488565488566
0,Toucan Gang #5160,Snake,White,Regular,Red Headband,Purple Jersey,,5,0.09060504712678626,0.03755197505197505,0.4744022869022869,0.025281417235652335,0.028783330390252517,,0.1313248113413906,0.025281417235652335,0.4744022869022869
0,Toucan Gang #768,,Chameleon,Cyborg,Laurel,,,3,,0.036642411642411644,0.01988045738045738,0.029894814541428307,,,0.028805894521432448,0.01988045738045738,0.036642411642411644
0,Toucan Gang #673,Blind,Regular,Regular,Party Hat,,,4,0.09972636059592581,0.5440488565488566,0.4744022869022869,0.028233991511348956,,,0.28660287388960454,0.028233991511348956,0.5440488565488566
0,Toucan Gang #4675,Stoner,Cyborg,Regular,Nindo,,,4,0.12100942535725144,0.013773388773388774,0.4744022869022869,0.02583502491234545,,,0.15875503148631814,0.013773388773388774,0.4744022869022869
0,Toucan Gang #3132,Furious,Cheetah,Regular,Cap,,,4,0.11675281240498632,0.028066528066528068,0.4744022869022869,0.026573168481269605,,,0.16144869896376773,0.026573168481269605,0.4744022869022869
0,Toucan Gang #1421,,Red Macaw,Albino,,Scarf,,3,,0.048466735966735966,0.05197505197505198,,0.029136500088292425,,0.043192762676693454,0.029136500088292425,0.05197505197505198
0,Toucan Gang #4220,,Cockatiel,Red Macaw Open,Flower Crown,,,3,,0.04054054054054054,0.014033264033264034,0.02952574275696623,,,0.02803318244359027,0.014033264033264034,0.04054054054054054
0,Toucan Gang #3933,,Chameleon,Regular,,Grey Tank Top,Mummy,4,,0.036642411642411644,0.4744022869022869,,0.028253575843192654,0.5178197064989518,0.2642794952217108,0.028253575843192654,0.5178197064989518
0,Toucan Gang #7502,Blind,Albino,Regular,,Military,,4,0.09972636059592581,0.028846153846153848,0.4744022869022869,,0.033551121313791274,,0.15913148066453944,0.028846153846153848,0.4744022869022869
0,Toucan Gang #5845,,Red Devil,Regular,Sheriff,Cop,,4,,0.017411642411642413,0.4744022869022869,0.021775235283262594,0.02595797280593325,,0.1348867843507813,0.017411642411642413,0.4744022869022869
0,Toucan Gang #9681,Blind,Rainbow,Gold,,,,3,0.09972636059592581,0.017411642411642413,0.031185031185031187,,,,0.04944101139753313,0.017411642411642413,0.09972636059592581
0,Toucan Gang #4474,Crying,Regular,Parakeet,,Grey Tank Top,,4,0.11675281240498632,0.5440488565488566,0.0498960498960499,,0.028253575843192654,,0.18473782367327138,0.028253575843192654,0.5440488565488566
0,Toucan Gang #5335,Sleepy,Regular,Red Devil,,Gladiator,,4,0.11705685618729098,0.5440488565488566,0.02027027027027027,,0.016952145505915592,,0.17458203212808338,0.016952145505915592,0.5440488565488566
0,Toucan Gang #7586,,Blue Macaw,Regular,,Ninja Suit,,3,,0.04573804573804574,0.4744022869022869,,0.018541409147095178,,0.1795605805958093,0.018541409147095178,0.4744022869022869
0,Toucan Gang #5053,Stoner,Regular,Blue Macaw Open,,Pink Stripes,,4,0.12100942535725144,0.5440488565488566,0.011174636174636175,,0.03019600918241215,,0.1766072318157891,0.011174636174636175,0.5440488565488566
0,Toucan Gang #6927,,Regular,Regular,Laurel,ToucanX,Chained,5,,0.5440488565488566,0.4744022869022869,0.029894814541428307,0.003708281829419036,0.48218029350104824,0.30684690666460784,0.003708281829419036,0.5440488565488566
0,Toucan Gang #6014,Blind,Blue Macaw,Regular,,Yellow Jersey,,4,0.09972636059592581,0.04573804573804574,0.4744022869022869,,0.02895991523927247,,0.16220665211888272,0.02895991523927247,0.4744022869022869
0,Toucan Gang #1428,,Albino,Regular,Detective,,,3,,0.028846153846153848,0.4744022869022869,0.028972135080273114,,,0.17740685860957128,0.028846153846153848,0.4744022869022869
0,Toucan Gang #3292,,Regular,Regular,Ninja,Green Racing Suit,,4,,0.5440488565488566,0.4744022869022869,0.010703081749400259,0.021896521278474308,,0.26276268661975455,0.010703081749400259,0.5440488565488566
0,Toucan Gang #6777,,Chameleon,Red Macaw,Fireman,Pirate,,4,,0.036642411642411644,0.05275467775467776,0.028049455619117918,0.02754723644711284,,0.036248445365830044,0.02754723644711284,0.05275467775467776
0,Toucan Gang #2799,,Regular,Albino,Red Headband,,,3,,0.5440488565488566,0.05197505197505198,0.025281417235652335,,,0.20710177525318696,0.025281417235652335,0.5440488565488566
0,Toucan Gang #1720,,Red Devil,Red Macaw,Cop,,,3,,0.017411642411642413,0.05275467775467776,0.02768038383465584,,,0.032615568000325335,0.017411642411642413,0.05275467775467776
0,Toucan Gang #632,Stoner,Regular,Regular,Halo,Mummy,,5,0.12100942535725144,0.5440488565488566,0.4744022869022869,0.021406163498800517,0.01995408793925481,,0.23616416404929005,0.01995408793925481,0.5440488565488566
0,Toucan Gang #9560,,Albino,Regular,Cap,Red Racing Suit,,4,,0.028846153846153848,0.4744022869022869,0.026573168481269605,0.01995408793925481,,0.13744392429224128,0.01995408793925481,0.4744022869022869
0,Toucan Gang #6969,,Red Macaw,Regular,Punk,Lumberjack,,4,,0.048466735966735966,0.4744022869022869,0.028787599188042075,0.029136500088292425,,0.14519828053633935,0.028787599188042075,0.4744022869022869
0,Toucan Gang #2264,,Red Macaw,Regular,Viking,,,3,,0.048466735966735966,0.4744022869022869,0.017899981546410777,,,0.18025633480514458,0.017899981546410777,0.4744022869022869
0,Toucan Gang #4642,,Regular,Red Macaw,Yellow Headband,Ninja Suit,,4,,0.5440488565488566,0.05275467775467776,0.026942240265731686,0.018541409147095178,,0.16057179592909032,0.018541409147095178,0.5440488565488566
0,Toucan Gang #2942,Laser,Regular,Gold,Halo,,,4,0.07236242018850715,0.5440488565488566,0.031185031185031187,0.021406163498800517,,,0.16725061785529888,0.021406163498800517,0.5440488565488566
0,Toucan Gang #9212,Blind,Regular,Gold Open,Blue Headband,,,4,0.09972636059592581,0.5440488565488566,0.010005197505197506,0.028049455619117918,,,0.17045746756727442,0.010005197505197506,0.5440488565488566
0,Toucan Gang #4873,Blind,Albino,Gold,,Blue Tank Top,,4,0.09972636059592581,0.028846153846153848,0.031185031185031187,,0.0280769909941727,,0.04695863415532088,0.0280769909941727,0.09972636059592581
0,Toucan Gang #2565,Stoner,Cockatiel,Regular,,Fireman,,4,0.12100942535725144,0.04054054054054054,0.4744022869022869,,0.026487727352993113,,0.165609995038268,0.026487727352993113,0.4744022869022869
0,Toucan Gang #4392,Snake,Parakeet,Regular,Cop,,,4,0.09060504712678626,0.04677754677754678,0.4744022869022869,0.02768038383465584,,,0.15986631616031896,0.02768038383465584,0.4744022869022869
0,Toucan Gang #1610,Scar,Regular,Regular,Peter Toupan,Emperor,,5,0.10276679841897234,0.5440488565488566,0.4744022869022869,0.028972135080273114,0.01377361822355642,,0.2327927390347891,0.01377361822355642,0.5440488565488566
0,Toucan Gang #8284,Cyborg,Regular,Regular,Cap,,,4,0.050775311644876864,0.5440488565488566,0.4744022869022869,0.026573168481269605,,,0.2739499058943225,0.026573168481269605,0.5440488565488566
0,Toucan Gang #5834,Scar,Parakeet,Regular Open,,,,3,0.10276679841897234,0.04677754677754678,0.027936590436590438,,,,0.05916031187770318,0.027936590436590438,0.10276679841897234
0,Toucan Gang #9801,,Regular,Regular,Punk,Military,,4,,0.5440488565488566,0.4744022869022869,0.028787599188042075,0.033551121313791274,,0.27019746598824423,0.028787599188042075,0.5440488565488566
0,Toucan Gang #5817,,Regular,Red Devil,Ninja,Grey Tank Top,,4,,0.5440488565488566,0.02027027027027027,0.010703081749400259,0.028253575843192654,,0.15081894610292995,0.010703081749400259,0.5440488565488566
0,Toucan Gang #5995,,Regular,Blue Macaw,Crown,Scarf,,4,,0.5440488565488566,0.05353430353430354,0.021406163498800517,0.029136500088292425,,0.16203145591756327,0.021406163498800517,0.5440488565488566
0,Toucan Gang #628,,Cockatiel,Cockatiel,Sheriff,Doctor,,4,,0.04054054054054054,0.04196985446985447,0.021775235283262594,0.02666431220201307,,0.032737485623917664,0.021775235283262594,0.04196985446985447
0,Toucan Gang #6623,,Regular,Regular,Ninja,Magician,,4,,0.5440488565488566,0.4744022869022869,0.010703081749400259,0.028783330390252517,,0.2644843888976991,0.010703081749400259,0.5440488565488566
